rating,text,type,probs,preds
4,good fast mex food,Vegetarian restaurant,"[0.028092125430703163, 0.971907913684845]",positive
3,great people watching when the patio is open,Restaurant,"[0.005060500465333462, 0.9949395656585693]",positive
4,best bang for your buck in the dekalb area for a sit down italian restaurant,Pizza restaurant,"[0.00872710719704628, 0.9912728667259216]",positive
3,food is hit or missprice is goodnice bar,Traditional American restaurant,"[0.4093719720840454, 0.5906280279159546]",mixed
3,ok for a quick bite the garlic dough was a disappointment rather blah on flavor cost 149 not getting that again the pasta carbonara was flavorful and the small size was just right,Italian restaurant,"[0.9775457978248596, 0.022454196587204933]",negative
4,pretty much what youd expect from an outback steakhouse been eating at different locations as long as i can remember because my mom loves their chocolate from down under dessert decent place to eat its consistent and the staff is your typical friendly high school girls,Restaurant,"[0.0030154683627188206, 0.9969845414161682]",positive
2,not my favorite  ok good prices,Fast food restaurant,"[0.9204645752906799, 0.07953538000583649]",negative
4,steak was cooked perfectly,Restaurant,"[0.003742519998922944, 0.9962575435638428]",positive
3,theres no words guys and ladys food is great try it you will be back well am back for second  review went to asian lantern across  the street well found my place to eat at now ,Delivery Restaurant,"[0.012184957973659039, 0.9878150224685669]",positive
4,ok,Restaurant,"[0.6049923300743103, 0.3950076401233673]",mixed
3,they always forget something,Hamburger restaurant,"[0.9902154207229614, 0.00978462491184473]",negative
3,the staff is all on the younger side but very customer service oriented with the manager on staff they had their music playing but it was not edited nor was it playing at a low volume in my parent role there with my 2 young children i was not impressed im sure the few other seasoned adults felt the same way facial expressions tell all  im also not a fan of the pizzas being made without gloves by a yound fella in the back and after being on his cell phone without washing his hands cell phones are one of the most germ infested things around  the 3 stars are only for the more than satisfactory customer service given to all customers during my visit,Fast food restaurant,"[0.4892355501651764, 0.5107644200325012]",mixed
2,better than it was not saying much though,Restaurant,"[0.9501459002494812, 0.04985416308045387]",negative
2,we were not impressed by the food service was good,Restaurant,"[0.9592106342315674, 0.040789298713207245]",negative
4,great fresh made salsa a wide variety of latin american dishes focusing primarily on the flavors of colombia reasonable prices easy street parking close to foster exit off of lake shore drive,Latin American restaurant,"[0.002084907377138734, 0.9979150891304016]",positive
2,dont waste your time with this dominos their website was not open to online ordering and when i tried to call at 10pm on a monday night they didnt answer the phone for over 10 minutes before i just hung up and called ma boi papa j they pick up in less than 10 seconds,Pizza restaurant,"[0.998907208442688, 0.001092767110094428]",negative
2,service was very slow had to wait an extra 15 minutes to get my kids food after getting mine,Restaurant,"[0.9681793451309204, 0.031820591539144516]",negative
4,great pizza,Pizza restaurant,"[0.008282451890408993, 0.9917175769805908]",positive
2,went 2 days in a row first day chicken tenders were good but took about 10 minutes to get my order then they charged me 25 cents for one dipping sauce that has always been free with an order cashier was quite rude didnt even say thank you the next day i returned cashier was very friendly and they did not charge me for dipping sauce but the chicken wasnt done and was still cold inside though i love popeyes and i frequent this area a lot i will never return to this popeyes,Seafood restaurant,"[0.9916567802429199, 0.008343246765434742]",negative
2,foods always overcooked and hard,Fast food restaurant,"[0.9993243217468262, 0.0006757295341230929]",negative
4,i think a lot of people dont realizethey have great hamburgers,Breakfast restaurant,"[0.16524991393089294, 0.8347500562667847]",positive
2,this mcdonalds was the slowest place i have ever been one worker was playing with her hair while handing out food at the drive thru our mcflurry wasnt right i have always had issues with this mcdonalds,Restaurant,"[0.9985573887825012, 0.0014425753615796566]",negative
4,classic root beer stand fare ice cream floats are excellent the chocolate shake was tasty not thick though had the burger will get the dogs next time will go back,Hot dog restaurant,"[0.020373104140162468, 0.9796268939971924]",positive
4,have only been here for breakfast but what i had was delicious parking is limited to the street but usually a spot is available,American restaurant,"[0.0025761164724826813, 0.9974238872528076]",positive
4,best food and service,Restaurant,"[0.007341335061937571, 0.9926586747169495]",positive
3,the young lady taking the orders and money thru the 1st drive up window is not very friendly  it isnt my fault she hates her job a hello and smile will go a long way,Restaurant,"[0.6263278722763062, 0.37367209792137146]",mixed
4,  good burgers      jr   original buenas las hamburguesas  jr,Takeout Restaurant,"[0.09669554233551025, 0.9033044576644897]",positive
2,this place is one of the most ghetto places in cleveland ohio  every time i go there people theyre arguing and fighting,Seafood restaurant,"[0.9768701791763306, 0.02312980405986309]",negative
4,its wendys youre not getting gourmet youre getting hot most of the time and quick also most of the time whenever i hate myself but am too broke for carryout from nonchain restaurants ill always come home to wendy  also this place typically messes up my order but since i already hate myself and theres a sufficient amount of food in the bag it doesnt faze me,Restaurant,"[0.0077274576760828495, 0.9922726154327393]",positive
4,food was good nice dine in place,Pizza restaurant,"[0.028077131137251854, 0.9719228744506836]",positive
3,very fast the food was ok,Mexican restaurant,"[0.3918531537055969, 0.6081469058990479]",mixed
3,i was disappointed that i got a breadbowl soup and when i went to scoop out some soup i ran into bread after an inch there needs to be a standard to what they hollow out very disappointed also sad they no longer have the asian sesame chicken salad,Soup restaurant,"[0.9956672191619873, 0.004332744050770998]",negative
4,good selection,Restaurant,"[0.010059251450002193, 0.9899407029151917]",positive
4,this is a great place to stop after church food is inexpensive and good nothing fancy just great home cooking especially the breakfast menu service was attentive and parking was easy,Brunch restaurant,"[0.0021950870286673307, 0.9978049397468567]",positive
3,long line at the drive thru happens alot,Restaurant,"[0.28702983260154724, 0.7129701972007751]",mixed
3,pros  good soups  good sandwiches  healthy options  good ambiance  cons  overpriced  small quantities,Soup restaurant,"[0.22215741872787476, 0.7778425812721252]",mixed
3,rude managers,Restaurant,"[0.994825005531311, 0.005174972582608461]",negative
4,  tacos al pastor are good  original los tacos al pastor están buenos,Taco restaurant,"[0.013348754495382309, 0.9866513013839722]",positive
2,food was cold and look like its evening out for awhile,Fast food restaurant,"[0.9910345673561096, 0.00896546058356762]",negative
2,the food and cocktails were amazing the hemingway daiquiri with the luxado cherry liquor was so suprisingly great the risotto was solid the korean robs were great but the service is another story first none of the waiters even realized they had our table once we did make it known that probably someone should stop by our table we thought maybe it would improve it did not ordering the food was the absolute last time we saw our waiter someone else brought the entrees and we thought our side of brussel sprouts would come soon it never showed up  neither did our waiter ever again eventually we finished and luckily the bus boy brought our check otherwise we might still be there,Restaurant,"[0.19010138511657715, 0.8098985552787781]",positive
